Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au	distance
523	-0.14387557617187477	0.065	0.605	0.018	0.002	0.027	0.015	0.252	0.016	0.43442972601144014
524	-0.301818691406249	0.077	0.199	0.004	0.011	0.203	0.463	0.004	0.039	0.41009714246080886
525	-0.12394299804687527	0.001	0.195	0.135	0.032	0.566	0.058	0.001	0.012	0.5804113056856798
526	-0.7834914355468734	0.164	0.066	0.012	0.001	0.052	0.161	0.391	0.153	0.09579205858495235
527	-0.9389974316406247	0.384	0.049	0.007	0.075	0.203	0.053	0.207	0.022	0.04876384092823029
528	-0.895145273437503	0.5	0.001	0.0	0.025	0.049	0.185	0.087	0.153	0.061519664398774064
529	-0.41025423828124935	0.165	0.076	0.685	0.009	0.036	0.001	0.014	0.014	0.5796324533413387
530	-0.9027829101562492	0.315	0.063	0.058	0.005	0.005	0.04	0.218	0.296	0.011502116988102726
531	-0.6798055859374995	0.122	0.004	0.007	0.023	0.159	0.013	0.298	0.374	0.1057919553520575
532	-0.9399391210937476	0.226	0.032	0.013	0.003	0.015	0.019	0.46	0.232	0.07746018751310871
533	-0.6477199999999996	0.474	0.025	0.315	0.008	0.113	0.008	0.011	0.046	0.1727889980550047
534	-0.4140270800781252	0.226	0.352	0.103	0.01	0.246	0.037	0.003	0.023	0.257593223824761
535	-0.9127850781249937	0.391	0.054	0.048	0.022	0.158	0.005	0.284	0.038	0.030697910770307705
536	-0.7333217382812502	0.297	0.001	0.036	0.007	0.383	0.259	0.006	0.011	0.26566739950782586
537	-0.9770290234374975	0.368	0.032	0.001	0.019	0.068	0.255	0.232	0.025	0.05409220089673025
538	-0.9936379296874985	0.541	0.062	0.0	0.001	0.0	0.226	0.169	0.001	0.06325347472221994
539	-0.9325582519531243	0.437	0.004	0.019	0.024	0.142	0.058	0.314	0.002	0.029314364294614457
540	-0.17934987304687441	0.001	0.001	0.498	0.041	0.159	0.268	0.016	0.016	0.5390613180454173
541	-0.741064394531251	0.436	0.077	0.003	0.104	0.184	0.078	0.008	0.11	0.10500395333413134
542	-0.8692161621093778	0.733	0.001	0.0	0.0	0.227	0.0	0.038	0.001	0.20921772801562816
543	-0.8360602929687506	0.194	0.066	0.017	0.003	0.011	0.445	0.214	0.05	0.21113651505388015
544	-0.5080493750000034	0.288	0.005	0.141	0.259	0.193	0.088	0.011	0.015	0.19368054125112005
545	-0.23915496093749966	0.157	0.022	0.243	0.37	0.159	0.002	0.027	0.02	0.32726887078051714
546	-0.6156465039062474	0.217	0.021	0.358	0.003	0.01	0.099	0.239	0.053	0.16552518745636285
547	-0.6601344238281234	0.221	0.16	0.038	0.013	0.011	0.016	0.531	0.01	0.13122521987616004
548	-0.6959940527343743	0.197	0.044	0.03	0.073	0.644	0.002	0.001	0.009	0.5213002673073636
549	-0.1753271191406254	0.018	0.264	0.259	0.0	0.004	0.085	0.368	0.002	0.280849373296203
550	-0.6550797656249998	0.405	0.009	0.444	0.014	0.023	0.014	0.054	0.037	0.2351328417783286
551	-0.5380626171875008	0.157	0.554	0.009	0.001	0.235	0.016	0.024	0.004	0.4288938937851992
552	-0.8265703808593752	0.591	0.008	0.034	0.09	0.004	0.193	0.063	0.017	0.10508673149976894
553	-0.8871627246093726	0.49	0.001	0.039	0.029	0.013	0.032	0.276	0.12	0.013585463322791978
554	-0.9536745996093744	0.599	0.051	0.021	0.071	0.004	0.068	0.181	0.005	0.05142049877136344
555	-0.4354269726562504	0.305	0.229	0.274	0.117	0.005	0.001	0.04	0.029	0.1764073289362073
556	-0.6563869042968714	0.296	0.079	0.145	0.009	0.021	0.002	0.429	0.019	0.06940084817234685
557	-0.8394974414062442	0.195	0.003	0.085	0.009	0.004	0.176	0.497	0.031	0.13337991686641026
558	-0.8969348242187524	0.476	0.03	0.004	0.024	0.102	0.326	0.022	0.016	0.15028877816793684
559	-0.9771500488281257	0.243	0.065	0.02	0.009	0.001	0.156	0.285	0.221	0.04146052045017819
560	-0.4474893847656268	0.227	0.003	0.019	0.517	0.145	0.007	0.033	0.049	0.3640975431256972
561	-0.9471604687499994	0.376	0.001	0.005	0.009	0.219	0.135	0.243	0.012	0.059737099519013626
562	-0.9275701171875034	0.419	0.05	0.002	0.023	0.241	0.025	0.001	0.239	0.11772764059929691
563	-0.7091826855468756	0.177	0.009	0.019	0.082	0.502	0.016	0.009	0.186	0.36379439784535583
564	-1.0359052636718744	0.392	0.038	0.011	0.0	0.0	0.049	0.232	0.278	0.00042715719241617826
565	-0.9710466796874976	0.397	0.07	0.017	0.045	0.082	0.155	0.192	0.042	0.026910462284061104
566	-0.6064849609375014	0.196	0.254	0.008	0.007	0.009	0.115	0.025	0.386	0.14157827427740508
567	-1.0619229785156232	0.241	0.027	0.0	0.0	0.0	0.147	0.301	0.284	0.040237093440352305
568	-0.9536901562499961	0.456	0.058	0.02	0.012	0.02	0.027	0.38	0.027	0.023453592958762703
569	-0.9818538085937483	0.387	0.033	0.001	0.009	0.092	0.133	0.146	0.199	0.027763271658199695
570	-0.7787441015625005	0.6	0.096	0.012	0.021	0.009	0.092	0.168	0.002	0.05397857406500105
571	-0.9238950683593751	0.602	0.005	0.015	0.002	0.123	0.056	0.18	0.017	0.06275363360096638
572	-0.9318613378906206	0.321	0.028	0.016	0.004	0.179	0.056	0.304	0.092	0.04225147707978829
573	-0.915188222656253	0.562	0.055	0.003	0.028	0.02	0.286	0.027	0.019	0.13792417442386307
574	-0.37818586914062685	0.117	0.013	0.001	0.115	0.287	0.004	0.008	0.455	0.23092439189281272
575	-0.8488684570312509	0.316	0.038	0.006	0.014	0.007	0.007	0.07	0.542	0.037739038619841764
576	-0.9545911914062419	0.402	0.035	0.046	0.002	0.053	0.12	0.217	0.125	0.01275977393289802
577	-0.8154449316406258	0.513	0.004	0.074	0.009	0.06	0.001	0.007	0.332	0.0803423628193999
578	-0.9577331640624985	0.416	0.012	0.009	0.02	0.14	0.2	0.185	0.018	0.05174113504091881
579	-0.8337866601562455	0.41	0.015	0.09	0.002	0.052	0.035	0.382	0.014	0.03086827022608639
580	-0.47996058593749785	0.161	0.008	0.157	0.454	0.007	0.006	0.173	0.034	0.2930704267077062
581	-0.9590226562499998	0.572	0.009	0.013	0.018	0.028	0.087	0.185	0.088	0.03877354512618133
582	-0.9782100292968737	0.511	0.014	0.012	0.061	0.073	0.123	0.203	0.003	0.03206055521040026
583	-0.9161715820312527	0.376	0.071	0.002	0.008	0.024	0.414	0.069	0.036	0.1760978449459896
584	-1.0033694824218733	0.519	0.037	0.0	0.058	0.0	0.175	0.21	0.001	0.03886542757413469
585	-0.9097311132812461	0.467	0.028	0.048	0.004	0.028	0.096	0.138	0.191	0.02276186715437999
586	-0.9522590332031249	0.45	0.055	0.0	0.042	0.111	0.085	0.257	0.0	0.019858963444755368
587	-0.9434544921874972	0.331	0.041	0.031	0.005	0.034	0.062	0.281	0.215	0.008656220858015304
588	-0.2781477441406255	0.05	0.042	0.177	0.009	0.0	0.47	0.237	0.015	0.34108034670058957
589	-0.514763857421878	0.316	0.056	0.004	0.152	0.176	0.237	0.04	0.019	0.1430337312789486
590	-0.10708987304687512	0.007	0.617	0.008	0.292	0.004	0.002	0.062	0.008	0.6074176865305096
591	-0.8854282812499983	0.612	0.011	0.069	0.005	0.008	0.138	0.142	0.015	0.07241616495236451
592	-0.5883376171874994	0.2	0.357	0.033	0.004	0.029	0.012	0.12	0.245	0.1588233917794793
593	-0.9680882714843754	0.531	0.024	0.014	0.056	0.026	0.004	0.213	0.132	0.023981520377252378
594	-0.9603489355468734	0.345	0.01	0.013	0.021	0.013	0.012	0.368	0.218	0.020404082260322313
595	-0.8852198046875015	0.343	0.053	0.015	0.025	0.136	0.008	0.089	0.331	0.046961493780836215
596	-0.9517371679687492	0.559	0.05	0.0	0.049	0.095	0.0	0.247	0.0	0.039077222476487705
597	-0.9659981738281261	0.377	0.061	0.01	0.011	0.06	0.297	0.12	0.064	0.08838111715002579
598	-0.9497215039062532	0.373	0.032	0.004	0.009	0.08	0.215	0.01	0.277	0.09354632340813547
599	-0.7373600781250006	0.253	0.029	0.002	0.067	0.539	0.083	0.008	0.019	0.37313501276725924
600	-0.20013905273437493	0.037	0.014	0.012	0.007	0.861	0.012	0.003	0.054	0.9305573791817545
601	-0.9257751464843774	0.635	0.05	0.012	0.005	0.021	0.199	0.031	0.047	0.12898583193791707
602	-0.9543774609374996	0.348	0.012	0.016	0.019	0.037	0.374	0.151	0.043	0.12800534663024146
603	-0.4875663964843763	0.218	0.004	0.037	0.299	0.168	0.015	0.251	0.008	0.15285188255994897
604	-0.6602002539062491	0.648	0.032	0.222	0.041	0.013	0.009	0.012	0.023	0.1684573565022504
605	-0.32269023437499894	0.076	0.003	0.161	0.289	0.01	0.393	0.026	0.042	0.38872241927828854
606	-0.9536106054687528	0.456	0.053	0.013	0.053	0.055	0.169	0.109	0.092	0.045623336997739565
607	-0.6659873925781266	0.399	0.102	0.119	0.002	0.002	0.213	0.128	0.035	0.0631396657291925
608	-0.9672849707031235	0.429	0.074	0.005	0.026	0.007	0.128	0.158	0.173	0.01887263847148087
609	-0.9246416503906284	0.449	0.026	0.005	0.079	0.037	0.155	0.006	0.243	0.08103443062592498
610	-0.8878312499999991	0.176	0.081	0.006	0.018	0.011	0.052	0.332	0.324	0.059399202908867896
611	-0.8297597363281244	0.41	0.017	0.054	0.021	0.181	0.147	0.0	0.17	0.10810421532064698
612	-0.9399074609375033	0.392	0.055	0.004	0.007	0.082	0.197	0.047	0.216	0.07181147707214755
613	-0.6264612597656251	0.098	0.013	0.005	0.007	0.631	0.0	0.003	0.243	0.5467154076468792
614	-0.713224267578127	0.409	0.0	0.101	0.045	0.019	0.206	0.001	0.219	0.10204264836517138
615	-0.8185549804687519	0.274	0.034	0.006	0.017	0.011	0.363	0.066	0.229	0.15465471452547125
616	-0.5291265429687515	0.318	0.006	0.276	0.166	0.167	0.044	0.011	0.012	0.19343116852170286
617	-0.9749593457031228	0.433	0.05	0.01	0.06	0.103	0.147	0.167	0.03	0.034101346159844954
618	-1.0602575781249979	0.409	0.033	0.0	0.0	0.0	0.0	0.264	0.294	0.0018461600762270033
619	-0.21776130859374945	0.037	0.012	0.555	0.001	0.007	0.031	0.004	0.353	0.49559503588815246
620	-0.7465402734375003	0.255	0.071	0.012	0.0	0.316	0.298	0.007	0.041	0.24595403635667543
621	-0.585317304687501	0.221	0.215	0.002	0.003	0.246	0.094	0.059	0.16	0.16056559791888364
622	-0.9891438574218728	0.352	0.051	0.008	0.005	0.066	0.011	0.315	0.192	0.012569098317151084
623	-0.9346675488281228	0.345	0.052	0.002	0.005	0.21	0.015	0.236	0.135	0.047705517858554744
624	-0.9724488476562476	0.428	0.026	0.009	0.017	0.118	0.178	0.207	0.017	0.037136036357053544
625	-0.5955883593750018	0.341	0.011	0.017	0.123	0.172	0.076	0.236	0.024	0.05075177056302861
626	-1.0655110839843727	0.403	0.035	0.0	0.0	0.0	0.02	0.252	0.29	0.00033285762142161793
627	-0.9052600878906287	0.624	0.008	0.004	0.03	0.021	0.228	0.046	0.039	0.12955801687017476
628	-0.8123757128906265	0.264	0.009	0.018	0.007	0.131	0.29	0.011	0.27	0.15475322633725197
629	-0.5885824316406244	0.478	0.173	0.274	0.004	0.005	0.002	0.031	0.033	0.14598181054443193
630	-0.8914244238281294	0.618	0.015	0.005	0.05	0.105	0.021	0.021	0.165	0.11239280233377758
631	-0.8921937109375017	0.395	0.033	0.011	0.004	0.392	0.062	0.072	0.031	0.18348910413757072
632	-0.8347893554687515	0.717	0.0	0.061	0.0	0.0	0.222	0.0	0.0	0.2013980420021147
633	-0.9984558105468719	0.252	0.034	0.0	0.0	0.0	0.0	0.367	0.347	0.03765884886023461
634	-0.9164959863281295	0.355	0.005	0.015	0.022	0.086	0.157	0.034	0.326	0.06959719671257861
635	-0.9324302148437491	0.389	0.006	0.023	0.06	0.035	0.084	0.398	0.005	0.03270859908559713
636	-0.9241463085937521	0.422	0.022	0.005	0.004	0.068	0.298	0.06	0.121	0.10787638642954778
637	-0.1644512695312499	0.012	0.009	0.008	0.179	0.025	0.745	0.002	0.02	0.7432923839281852
638	-0.6642597656249994	0.32	0.145	0.003	0.009	0.193	0.167	0.151	0.012	0.08092580221657973
639	-0.9382834765625004	0.538	0.016	0.011	0.074	0.052	0.055	0.214	0.04	0.02971091611263139
640	-0.22226625976562583	0.046	0.074	0.002	0.002	0.027	0.645	0.198	0.006	0.4988321601298944
641	-0.9644626855468741	0.472	0.018	0.006	0.016	0.019	0.097	0.182	0.19	0.014103588087661175
642	-0.7211982031250007	0.295	0.017	0.066	0.012	0.291	0.008	0.001	0.31	0.15975331408339746
643	-0.9070912499999998	0.3	0.076	0.005	0.0	0.002	0.162	0.151	0.304	0.03549223683948388
644	-0.8811726660156258	0.372	0.083	0.003	0.014	0.045	0.027	0.11	0.346	0.022693458702728375
645	-0.8087524609374965	0.161	0.052	0.006	0.031	0.016	0.405	0.309	0.02	0.19861312763076158
646	-0.8770005761718707	0.244	0.02	0.002	0.003	0.234	0.045	0.334	0.118	0.08690891071259686
647	-0.89024881835938	0.494	0.009	0.002	0.036	0.175	0.046	0.007	0.231	0.0977000352495217
648	-0.9508701367187488	0.345	0.0	0.0	0.0	0.0	0.0	0.449	0.206	0.04764475022524439
649	-0.9853691601562486	0.463	0.036	0.0	0.043	0.053	0.196	0.209	-0.0	0.035955000658818514
650	-0.9374305273437465	0.342	0.026	0.028	0.065	0.003	0.014	0.423	0.099	0.040796441667621995
651	-0.9144827148437538	0.405	0.026	0.0	0.02	0.081	0.104	0.0	0.364	0.07105475262749927
652	-0.9059830175781218	0.318	0.047	0.004	0.056	0.042	0.018	0.415	0.1	0.0413209517518327
653	-1.0645026660156225	0.405	0.037	0.0	0.0	0.0	0.018	0.243	0.297	0.0003527970659806493
654	-1.063257109374998	0.241	0.024	0.0	0.0	0.0	0.147	0.303	0.285	0.040723245422378165
655	-1.0648530468749977	0.404	0.037	0.0	0.0	0.0	0.02	0.247	0.292	0.00030954088952481163
656	-0.5502026660156257	0.205	0.002	0.001	0.15	0.013	0.134	0.486	0.009	0.1300306997058472
657	-0.7378902636718698	0.23	0.007	0.093	0.03	0.197	0.008	0.424	0.011	0.11075924317335359
658	-0.9844186816406234	0.402	0.027	0.016	0.02	0.01	0.148	0.187	0.19	0.01676657806198029
659	-0.9387575781249977	0.396	0.03	0.017	0.07	0.07	0.007	0.405	0.005	0.03701882952211398
660	-0.8318930664062467	0.169	0.012	0.01	0.039	0.348	0.117	0.301	0.004	0.18592949892560587
661	-0.9517101171875034	0.481	0.043	0.001	0.002	0.008	0.111	0.027	0.327	0.0595722399755006
662	-0.9287507617187503	0.224	0.0	0.003	0.037	0.04	0.0	0.36	0.336	0.04927923848237137
663	-0.8881475000000028	0.749	0.035	0.019	0.021	0.127	0.012	0.035	0.002	0.18411141246711304
664	-0.8745803222656209	0.369	0.017	0.05	0.013	0.331	0.012	0.15	0.058	0.12247394172713158
665	-0.9660170507812509	0.38	0.045	0.003	0.035	0.101	0.223	0.121	0.092	0.06206974145757285
666	-0.838448359374995	0.314	0.019	0.033	0.019	0.372	0.009	0.226	0.008	0.14837593408887947
667	-0.26517045898437447	0.126	0.053	0.033	0.352	0.346	0.004	0.049	0.037	0.35761546564491825
668	-0.10946987304687474	0.035	0.412	0.178	0.053	0.023	0.285	0.007	0.007	0.42523475206077677
669	-0.5991098828124993	0.219	0.42	0.022	0.007	0.007	0.072	0.001	0.252	0.2392252292410325
670	-0.6617572265624988	0.12	0.004	0.016	0.003	0.04	0.195	0.617	0.005	0.2445943381051951
671	-0.9365213671875026	0.455	0.017	0.006	0.013	0.093	0.001	0.027	0.388	0.06028952868807084
672	-0.9381025488281215	0.228	0.06	0.008	0.015	0.003	0.19	0.335	0.161	0.061924964819735064
673	-0.7194066015625007	0.171	0.01	0.016	0.002	0.466	0.086	0.012	0.237	0.325046768844257
674	-1.0655870898437478	0.405	0.037	0.0	0.0	0.0	0.022	0.25	0.286	0.00026809177235355685
675	-0.9360406445312448	0.392	0.039	0.039	0.03	0.032	0.23	0.214	0.024	0.042344632989387954
676	-0.5324940234375029	0.111	0.161	0.008	0.0	0.169	0.231	0.003	0.317	0.2216568311396808
677	-0.9402920703124952	0.237	0.032	0.019	0.03	0.001	0.136	0.531	0.014	0.11987830077794602
678	-0.3822809765625021	0.223	0.152	0.012	0.246	0.005	0.036	0.32	0.006	0.11003520375528075
679	-0.19573727539062474	0.035	0.025	0.268	0.189	0.236	0.002	0.215	0.03	0.296746838682396
680	-0.7782248828125005	0.2	0.005	0.008	0.002	0.357	0.192	0.115	0.121	0.20815498094807133
681	-0.8768916992187425	0.438	0.034	0.018	0.109	0.011	0.196	0.187	0.007	0.042800107389784105
682	-1.015478544921874	0.516	0.029	0.0	0.0	0.0	0.0	0.235	0.22	0.015562510055617715
683	-0.6520999609374994	0.51	0.011	0.148	0.004	0.314	0.003	0.009	0.001	0.1893874041168514
684	-0.9390284277343763	0.436	0.008	0.013	0.049	0.184	0.089	0.216	0.005	0.04243683275421543
685	-0.6500554589843774	0.156	0.247	0.015	0.003	0.002	0.298	0.113	0.166	0.18879404641472658
686	-0.45683759765624954	0.077	0.02	0.05	0.011	0.676	0.116	0.0	0.05	0.6271038618838114
687	-0.9813538183593751	0.453	0.025	0.012	0.035	0.031	0.023	0.226	0.195	0.005923980022417532
688	-0.95382169921875	0.632	0.049	0.01	0.047	0.003	0.094	0.156	0.009	0.06863419112412068
689	-0.8930772753906219	0.204	0.005	0.006	0.005	0.248	0.196	0.311	0.025	0.13031645838550396
690	-0.23366990234375049	0.113	0.139	0.43	0.15	0.157	0.004	0.004	0.003	0.3809671628325131
691	-0.8879968945312462	0.23	0.064	0.0	0.01	0.001	0.018	0.663	0.014	0.20550213423500052
692	-0.9105808789062528	0.543	0.019	0.007	0.075	0.004	0.11	0.093	0.149	0.05533776161768046
693	-0.6271017871093736	0.092	0.01	0.008	0.022	0.466	0.122	0.273	0.007	0.32036442224046424
694	-0.9507956445312477	0.443	0.025	0.019	0.073	0.017	0.003	0.336	0.084	0.01800676834311881
695	-0.9951029296874965	0.388	0.02	0.017	0.008	0.026	0.198	0.302	0.041	0.03125240425523307
696	-0.9287224902343736	0.237	0.007	0.026	0.015	0.001	0.382	0.248	0.084	0.1481208302832194
697	-0.9639505371093725	0.394	0.035	0.011	0.007	0.276	0.017	0.244	0.016	0.07655260438430452
698	-0.8948618749999959	0.234	0.009	0.0	0.001	0.13	0.151	0.369	0.106	0.07368843546419346
699	-0.9448337695312489	0.381	0.017	0.026	0.029	0.136	0.099	0.173	0.139	0.029543876712927256
700	-0.9918030957031224	0.418	0.039	0.01	0.011	0.077	0.14	0.221	0.084	0.018131082841521234
701	-0.7678648535156265	0.495	0.106	0.006	0.007	0.001	0.028	0.016	0.341	0.06629228685171412
702	-0.8699945800781271	0.648	0.004	0.021	0.02	0.162	0.004	0.076	0.065	0.11951051824893735
703	-0.7231286914062467	0.332	0.015	0.098	0.0	0.293	0.033	0.224	0.005	0.10048091606479906
704	-0.9111445996093782	0.563	0.01	0.0	0.057	0.005	0.366	0.0	-0.001	0.19966739967824748
705	-0.23001334960937456	0.006	0.044	0.304	0.005	0.006	0.156	0.467	0.012	0.3107130291709558
706	-0.9178900390624971	0.169	0.0	0.0	0.0	0.0	0.157	0.479	0.195	0.12410714674575793
707	-0.7128240234375003	0.772	0.008	0.101	0.001	0.043	0.034	0.007	0.034	0.20887031779399853
708	-0.9470931249999979	0.386	0.036	0.026	0.013	0.191	0.06	0.229	0.059	0.03842798943716617
709	-0.9260438769531266	0.473	0.043	0.006	0.034	0.209	0.115	0.115	0.005	0.07334900053494381
710	-0.75374259765625	0.199	0.054	0.005	0.003	0.328	0.383	0.02	0.008	0.31764795154906933
711	-0.9643842578124987	0.4	0.045	0.007	0.038	0.145	0.108	0.173	0.084	0.032626523217149636
712	-0.7466364257812459	0.199	0.013	0.045	0.0	0.535	0.0	0.177	0.031	0.33335991545282856
713	-0.9760081347656222	0.461	0.051	0.012	0.006	0.092	0.21	0.167	0.001	0.04930951467659973
714	-0.43939991210937557	0.321	0.403	0.127	0.009	0.034	0.019	0.024	0.063	0.20539826215069573
715	-0.43223059570312433	0.507	0.026	0.136	0.114	0.173	0.002	0.004	0.038	0.13165268780851624
716	-0.9749358593750003	0.418	0.068	0.009	0.023	0.0	0.082	0.272	0.128	0.004985612411675861
717	-0.9181696191406258	0.4	0.083	0.001	0.011	0.008	0.17	0.13	0.197	0.033136239885413636
718	-0.9635603417968716	0.346	0.041	0.018	0.017	0.01	0.091	0.342	0.135	0.01620145833059571
719	-0.9290481933593793	0.36	0.015	0.004	0.053	0.011	0.326	0.007	0.224	0.14467174348073275
720	-0.9260765820312545	0.418	0.019	0.001	0.038	0.149	0.083	0.062	0.23	0.05937817142799995
721	-0.8845251855468723	0.185	0.004	0.0	0.007	0.085	0.235	0.343	0.141	0.10342048947328797
722	-0.9753343847656221	0.574	0.025	0.028	0.0	0.004	0.202	0.165	0.002	0.06589823006601987
723	-0.2679116699218746	0.067	0.006	0.008	0.012	0.334	0.003	0.487	0.083	0.2823447282618177
724	-0.9751386523437493	0.354	0.038	0.008	0.054	0.152	0.135	0.153	0.106	0.04597550827293048
725	-0.9177039160156278	0.383	0.007	0.002	0.035	0.266	0.022	0.112	0.173	0.09045866356555002
726	-0.9876651757812513	0.381	0.006	0.009	0.007	0.119	0.027	0.214	0.237	0.016340006982049203
727	-0.9657607128906285	0.428	0.021	0.007	0.012	0.006	0.194	0.045	0.287	0.06587867688702267
728	-0.44166796875000014	0.135	0.212	0.234	0.002	0.012	0.223	0.155	0.027	0.19718414885616048
729	-0.9538278124999964	0.377	0.039	0.002	0.08	0.136	0.164	0.172	0.03	0.04703364249943831
730	-0.9590673242187491	0.539	0.032	0.005	0.065	0.021	0.108	0.179	0.051	0.03426247127570177
731	-1.0648530468749977	0.406	0.036	0.0	0.0	0.0	0.02	0.248	0.29	0.0003174600361785231
732	-0.8116435937499962	0.176	0.002	0.126	0.001	0.004	0.118	0.35	0.223	0.08433013663574523
733	-0.914313027343753	0.365	0.01	0.01	0.002	0.07	0.335	0.001	0.207	0.15540781501183973
734	-0.9674998339843708	0.216	0.039	0.027	0.001	0.043	0.096	0.331	0.247	0.04678257848956266
735	-0.991300478515623	0.589	0.033	0.0	0.026	0.0	0.156	0.196	0.0	0.054078275444434255
736	-0.9246508203124965	0.221	0.004	0.016	0.011	0.002	0.221	0.451	0.074	0.11019227191146402
737	-0.2223886718749996	0.072	0.228	0.199	0.002	0.216	0.266	0.004	0.013	0.3389481067859034
738	-0.9532109863281248	0.437	0.02	0.015	0.07	0.212	0.002	0.204	0.04	0.054428461018332784
739	-0.9521023828124966	0.165	0.036	0.001	0.003	0.005	0.015	0.459	0.316	0.10091642699258584
740	-0.9506594042968767	0.352	0.049	0.001	0.029	0.131	0.13	0.115	0.193	0.045397022638001064
741	-0.9758854003906244	0.415	0.047	0.011	0.02	0.043	0.037	0.218	0.209	0.0034759015317137112
742	-0.9158428906249978	0.321	0.011	0.005	0.035	0.113	0.183	0.217	0.115	0.04289020073763766
743	-0.9613502734374988	0.691	0.019	0.0	0.024	0.007	0.012	0.162	0.085	0.0944646616482373
744	-0.5814517578125001	0.213	0.416	0.017	0.012	0.141	0.11	0.068	0.023	0.23390728128231592
745	-0.25297260742187505	0.039	0.025	0.319	0.011	0.003	0.261	0.007	0.335	0.33703000902108526
746	-0.4889199218750013	0.152	0.005	0.003	0.362	0.002	0.409	0.057	0.01	0.36654216499239284
747	-0.9773979687499976	0.54	0.033	0.009	0.007	0.013	0.165	0.163	0.07	0.04370881460850237
748	-0.20701203125	0.014	0.017	0.094	0.232	0.006	0.007	0.242	0.388	0.21075928550316003
749	-1.063236445312498	0.244	0.022	0.0	0.0	0.0	0.15	0.299	0.285	0.040011350453651444
750	-0.8592428613281216	0.285	0.023	0.084	0.003	0.001	0.173	0.283	0.148	0.040581481218261085
751	-0.9279718164062529	0.434	0.062	0.003	0.043	0.023	0.35	0.06	0.025	0.13691494939224175
752	-1.0228001171874994	0.458	0.013	0.002	0.002	0.023	0.032	0.194	0.276	0.007170998611853278
753	-0.9673197070312496	0.382	0.009	0.001	0.019	0.182	0.034	0.277	0.096	0.035494716582472816
754	-0.946367988281248	0.538	0.008	0.008	0.017	0.009	0.056	0.314	0.05	0.0263179999445787
755	-0.9630412011718776	0.449	0.051	0.008	0.002	0.011	0.153	0.038	0.288	0.058862777167159
756	-0.9476445800781266	0.388	0.046	0.012	0.007	0.155	0.0	0.007	0.385	0.08116169591180492
757	-0.7853417968749996	0.163	0.021	0.015	0.024	0.009	0.547	0.174	0.047	0.3222733073201946
758	-0.866026728515622	0.312	0.026	0.001	0.019	0.201	0.26	0.158	0.023	0.1061398673379008
759	-0.26346207031250074	0.045	0.005	0.025	0.405	0.002	0.301	0.165	0.052	0.36614787161900186
760	-0.8029760839843743	0.227	0.003	0.002	0.004	0.471	0.056	0.237	0.0	0.25266147744167294
761	-1.0039671093749967	0.332	0.008	0.053	0.005	0.002	0.033	0.318	0.249	0.013525513972615512
762	-0.9194699609375021	0.675	0.023	0.01	0.013	0.009	0.145	0.101	0.024	0.10998564130016687
763	-0.7280691601562502	0.361	0.1	0.031	0.056	0.328	0.001	0.122	0.001	0.1327016734250459
764	-0.9537692675781219	0.385	0.01	0.016	0.01	0.025	0.031	0.497	0.026	0.06645867813063717
765	-1.0648530468749977	0.411	0.034	0.0	0.0	0.0	0.016	0.247	0.292	0.0005702915097198152
766	-0.0831565429687502	0.007	0.644	0.009	0.006	0.249	0.039	0.033	0.013	0.6268099443842885
767	-0.9276286132812522	0.374	0.044	0.015	0.047	0.01	0.406	0.102	0.002	0.16072083797612427
768	-0.5611287988281259	0.327	0.001	0.119	0.163	0.024	0.002	0.346	0.018	0.05939152696965688
769	-0.1871886328124995	0.007	0.011	0.178	0.558	0.024	0.015	0.204	0.003	0.4980088648458354
770	-0.7307757226562458	0.213	0.303	0.007	0.026	0.094	0.002	0.353	0.002	0.12727119045280427
771	-0.4533947949218788	0.291	0.036	0.016	0.395	0.001	0.002	0.252	0.007	0.16871510882537644
772	-0.9787941308593736	0.549	0.014	0.012	0.06	0.002	0.17	0.167	0.026	0.051016155887293496
773	-0.9687721972656217	0.432	0.035	0.007	0.033	0.042	0.09	0.349	0.012	0.01850627890760967
774	-0.8728523632812473	0.178	0.087	0.02	0.012	0.076	0.001	0.332	0.294	0.06586056529988805
775	-0.8868802832031283	0.595	0.02	0.007	0.08	0.014	0.006	0.014	0.264	0.09929812491454758
776	-0.9672422070312491	0.519	0.065	0.004	0.065	0.025	0.011	0.306	0.005	0.025166760326055474
777	-0.9534392871093721	0.403	0.073	0.003	0.009	0.203	0.009	0.242	0.058	0.04317802232619448
778	-0.8123986718749983	0.298	0.012	0.066	0.007	0.003	0.438	0.154	0.022	0.18515642972735788
779	-0.43528928710937476	0.159	0.006	0.37	0.075	0.042	0.346	0.002	0.0	0.3568259095478227
780	-0.5913673828125009	0.377	0.005	0.003	0.145	0.012	0.397	0.046	0.015	0.19195875669308
781	-0.8166532031250011	0.385	0.086	0.012	0.019	0.008	0.452	0.005	0.033	0.2333425823117411
782	-0.952692490234376	0.416	0.002	0.014	0.052	0.026	0.008	0.312	0.17	0.010600398126887803
783	-0.8910999023437531	0.346	0.021	0.01	0.008	0.434	0.06	0.019	0.102	0.24181810058827075
784	-0.5109738378906273	0.158	0.267	0.037	0.078	0.257	0.02	0.184	-0.001	0.1876250449559757
785	-0.8953333789062541	0.807	0.009	0.011	0.009	0.006	0.082	0.021	0.055	0.22018539924634134
