Iteration	COC_Opt	Pt	Ru	Rh	Ir	Re	Os	Pd	Au	distance
1048	-0.915344882812495	0.467	0.005	0.034	0.038	0.017	0.0	0.367	0.072	0.025273360978141222
1049	-0.4098305957031246	0.082	0.015	0.256	0.005	0.237	0.003	0.383	0.019	0.24256060812701916
1050	-0.8596071093749997	0.399	0.076	0.046	0.001	0.005	0.382	0.076	0.015	0.1521547287137095
1051	-0.9734058300781221	0.176	0.013	0.006	0.006	0.007	0.108	0.408	0.276	0.08221699878651781
1052	-0.8924037207031261	0.443	0.08	0.0	0.005	0.026	0.369	0.066	0.011	0.147071350017426
1053	-0.9646036132812479	0.399	0.075	0.025	0.024	0.006	0.178	0.244	0.049	0.023121344842228362
1054	-1.0562116992187485	0.393	0.034	0.0	0.0	0.0	0.025	0.24	0.308	0.0001294671853126619
1055	-0.8832565234375	0.407	0.005	0.055	0.068	0.001	0.338	0.122	0.004	0.11539692983794597
1056	-0.8615284667968744	0.165	0.011	0.005	0.001	0.049	0.266	0.287	0.216	0.11237444850381866
1057	-0.9020230957031277	0.44	0.058	0.0	0.02	0.132	0.307	0.001	0.042	0.1523803684573341
1058	-0.9791171777343779	0.575	0.022	0.024	0.038	0.071	0.033	0.129	0.108	0.05204177472219818
1059	-0.9663775585937497	0.366	0.053	0.008	0.04	0.125	0.001	0.284	0.123	0.021365200351530295
1060	-0.8571813281249949	0.309	0.018	0.063	0.007	0.198	0.002	0.268	0.135	0.05317453058910942
1061	-0.9048797949218784	0.338	0.029	0.003	0.049	0.007	0.241	0.083	0.25	0.07395648365167654
1062	-0.9301215820312472	0.463	0.041	0.004	0.083	0.094	0.114	0.173	0.028	0.031084433146712807
1063	-0.9554417480468732	0.4	0.032	0.013	0.021	0.178	0.199	0.149	0.008	0.06811533005904472
1064	-0.9965996289062475	0.47	0.017	0.026	0.055	0.002	0.156	0.252	0.022	0.023918573777752243
1065	-0.9310729882812528	0.418	0.016	0.004	0.046	0.141	0.245	0.108	0.022	0.0851792621438282
1066	-0.7662341699218747	0.157	0.043	0.005	0.013	0.255	0.028	0.201	0.298	0.12461204497166188
1067	-0.9229797363281238	0.246	0.0	0.031	0.022	0.16	0.002	0.288	0.251	0.05442228816684295
1068	-0.9809220410156229	0.417	0.053	0.001	0.003	0.123	0.151	0.15	0.102	0.03765537611752259
1069	-1.030414785156248	0.411	0.036	0.0	0.005	0.051	0.0	0.172	0.325	0.009018253971452273
1070	-0.9726965234374992	0.443	0.007	0.003	0.008	0.011	0.22	0.156	0.152	0.04483228060886565
1071	-0.6450994726562522	0.26	0.109	0.014	0.037	0.001	0.242	0.005	0.332	0.12472714630999163
1072	-0.9817105664062488	0.38	0.046	0.013	0.006	0.1	0.051	0.18	0.224	0.014781804417027582
1073	-0.8740024707031258	0.608	0.021	0.063	0.011	0.006	0.014	0.003	0.274	0.10716163005384333
1074	-0.9866383886718733	0.368	0.035	0.001	0.053	0.074	0.117	0.199	0.153	0.017743223966638647
1075	-0.9232009375000041	0.508	0.027	0.023	0.04	0.112	0.092	0.112	0.086	0.04743516229190676
1076	-0.1962397363281248	0.052	0.006	0.301	0.013	0.169	0.422	0.005	0.032	0.4460799462190157
1077	-1.0552577148437485	0.394	0.034	0.0	0.0	0.0	0.025	0.24	0.307	0.00014182593094773274
1078	-0.9756555371093731	0.49	0.038	0.017	0.03	0.01	0.114	0.185	0.116	0.019465177077325004
1079	-0.4656971386718754	0.183	0.38	0.03	0.119	0.005	0.247	0.026	0.01	0.2711340795172493
1080	-0.9420216406249996	0.496	0.044	0.002	0.042	0.147	0.071	0.175	0.023	0.03909565324799484
1081	-0.9656384179687463	0.471	0.037	0.021	0.006	0.064	0.021	0.331	0.049	0.01791135484399967
1082	-0.8325953808593732	0.589	0.072	0.089	0.027	0.005	0.001	0.2	0.017	0.04955661489632484
1083	-0.4183423339843752	0.147	0.003	0.001	0.777	0.003	0.021	0.011	0.037	0.7217842827783753
1084	-0.1959375488281251	0.057	0.006	0.003	0.14	0.684	0.037	0.02	0.053	0.6539730930619732
1085	-0.9159133203125001	0.25	0.016	0.001	0.003	0.045	0.232	0.251	0.202	0.0628570080400908
1086	-0.3716080761718755	0.098	0.199	0.02	0.145	0.009	0.302	0.22	0.007	0.20866010007307842
1087	-0.9424401464843658	0.367	0.037	0.049	0.006	0.024	0.124	0.363	0.03	0.026113824478232857
1088	-0.9438975390624985	0.228	0.024	0.011	0.033	0.008	0.045	0.413	0.238	0.05912919170758045
1089	-0.10586433593750011	0.018	0.247	0.008	0.205	0.354	0.002	0.16	0.006	0.3639250336260353
1090	-0.92783619140625	0.718	0.018	0.03	0.074	0.0	0.001	0.123	0.036	0.12525494618865027
1091	-0.9105675878906206	0.52	0.048	0.038	0.048	0.056	0.0	0.241	0.049	0.02324427649150836
1092	-0.9435789355468723	0.364	0.01	0.03	0.057	0.11	0.169	0.258	0.002	0.0361015887576492
1093	-0.9582194140624979	0.363	0.044	0.009	0.026	0.217	0.112	0.177	0.052	0.05931396658567054
1094	-0.8623681835937465	0.487	0.001	0.002	0.109	0.009	0.13	0.225	0.037	0.03048049286041215
1095	-0.9060811621093787	0.389	0.016	0.003	0.066	0.102	0.404	0.002	0.018	0.20935003909936056
1096	-0.43784374023437395	0.119	0.314	0.2	0.003	0.001	0.011	0.179	0.173	0.19869281510490014
1097	-0.7874735742187515	0.219	0.009	0.018	0.018	0.006	0.625	0.092	0.013	0.404352494760002
1098	-1.0638374902343726	0.396	0.034	0.0	0.0	0.0	0.024	0.242	0.304	0.00015312367814406265
1099	-0.9047830175781197	0.352	0.011	0.042	0.036	0.086	0.015	0.445	0.013	0.05452448278865995
1100	-0.9393420703125036	0.348	0.031	0.002	0.035	0.014	0.184	0.001	0.385	0.08457837886991416
1101	-0.9845490624999975	0.524	0.044	0.022	0.003	0.008	0.21	0.186	0.003	0.05072942406319443
1102	-1.0038871777343725	0.351	0.043	0.017	0.023	0.044	0.199	0.198	0.125	0.03367583816846098
1103	-0.16779192382812422	0.002	0.038	0.646	0.024	0.252	0.03	0.003	0.005	0.6957353921165669
1104	-0.4471758886718753	0.144	0.006	0.005	0.118	0.392	0.013	0.313	0.009	0.23826197182284123
1105	-0.9765605078124971	0.373	0.033	0.02	0.015	0.09	0.182	0.278	0.009	0.03206496355288922
1106	-0.9294347460937493	0.43	0.026	0.008	0.019	0.31	0.046	0.149	0.012	0.10691731994617609
1107	-0.9588489355468773	0.274	0.008	0.022	0.006	0.047	0.057	0.279	0.307	0.02054735610689811
1108	-0.9666954394531218	0.38	0.073	0.021	0.025	0.114	0.151	0.21	0.026	0.030209626101490288
1109	-0.09559505859375035	0.008	0.239	0.036	0.202	0.229	0.255	0.022	0.009	0.3840875697463794
1110	-0.9613843652343748	0.491	0.068	0.011	0.029	0.006	0.007	0.264	0.124	0.012041399517403687
1111	-0.9510111523437483	0.626	0.031	0.018	0.017	0.044	0.039	0.174	0.051	0.05973232234635791
1112	-0.9123011718749935	0.335	0.051	0.003	0.012	0.156	0.104	0.325	0.014	0.03997846923978109
1113	-0.19437766601562506	0.012	0.016	0.003	0.521	0.152	0.005	0.221	0.07	0.44465628712929595
1114	-0.9721885351562481	0.46	0.044	0.008	0.033	0.063	0.153	0.16	0.079	0.029854405725233915
1115	-0.9464616601562523	0.58	0.038	0.018	0.001	0.003	0.135	0.059	0.166	0.07754510706476327
1116	-0.8622679003906281	0.498	0.004	0.008	0.067	0.286	0.013	0.085	0.039	0.12299460925021401
1117	-0.9812534374999953	0.419	0.02	0.005	0.023	0.06	0.119	0.323	0.031	0.0183110901781015
1118	-0.970931406249999	0.278	0.017	0.025	0.022	0.008	0.048	0.354	0.248	0.02831424920240254
1119	-0.7457813671874979	0.233	0.001	0.071	0.024	0.408	0.009	0.236	0.018	0.20085404281016428
1120	-0.22928686523437375	0.071	0.365	0.001	0.01	0.042	0.364	0.146	0.001	0.33327982358137787
1121	-1.0638374902343726	0.397	0.034	0.0	0.0	0.0	0.024	0.241	0.304	0.00014700115159770803
1122	-0.8433794042968714	0.219	0.002	0.013	0.05	0.25	0.1	0.342	0.024	0.11195708164604283
1123	-0.9867944531250006	0.404	0.075	0.005	0.006	0.022	0.036	0.222	0.23	0.002505688546094679
1124	-0.9841775781249988	0.442	0.021	0.005	0.021	0.023	0.141	0.152	0.195	0.02272834551494217
1125	-0.960174326171876	0.38	0.013	0.006	0.0	0.079	0.07	0.256	0.196	0.008458133469849336
1126	-0.9467635742187525	0.579	0.039	0.002	0.034	0.061	0.023	0.12	0.142	0.05308655798957512
1127	-0.9589875976562457	0.369	0.033	0.013	0.001	0.14	0.078	0.335	0.031	0.030950942481249806
1128	-0.9714658593750048	0.412	0.04	0.016	0.034	0.042	0.091	0.111	0.254	0.023890705110833896
1129	-0.9650359277343742	0.461	0.046	0.0	0.039	0.127	0.021	0.164	0.142	0.028252668029271358
1130	-0.8454528124999977	0.255	0.061	0.003	0.039	0.296	0.078	0.263	0.005	0.1122989302172727
1131	-0.9998261523437464	0.188	0.042	0.004	0.009	0.003	0.059	0.377	0.318	0.0626143248884681
1132	-0.9263361425781272	0.401	0.03	0.003	0.067	0.102	0.242	0.093	0.062	0.08003753501195257
1133	-0.11719881835937478	0.0	0.231	0.326	0.023	0.355	0.036	0.004	0.025	0.48538556124385035
1134	-0.9565961328124948	0.307	0.013	0.047	0.004	0.017	0.01	0.338	0.264	0.02079214174967455
1135	-0.8877153808593721	0.388	0.031	0.06	0.018	0.008	0.335	0.143	0.017	0.10361749534005459
1136	-0.9978884277343716	0.511	0.035	0.005	0.009	0.002	0.038	0.317	0.083	0.01860369821824591
1137	-0.968584658203116	0.401	0.049	0.054	0.016	0.003	0.12	0.327	0.03	0.017526171703130384
1138	-1.0562116992187485	0.396	0.035	0.0	0.0	0.0	0.025	0.238	0.306	0.00014050677004667176
1139	-0.4498527539062487	0.228	0.131	0.168	0.0	0.017	0.026	0.037	0.393	0.10834648293338356
1140	-0.9108081835937527	0.408	0.015	0.023	0.013	0.042	0.409	0.055	0.035	0.17830185120601685
1141	-0.8759991015624959	0.275	0.002	0.028	0.015	0.075	0.301	0.297	0.007	0.09604680472602455
1142	-0.8958365136718726	0.24	0.029	0.011	0.002	0.248	0.122	0.271	0.077	0.09485075092234609
1143	-0.9495513964843746	0.49	0.013	0.001	0.031	0.158	0.006	0.261	0.04	0.03634430841045991
1144	-0.9321660839843756	0.54	0.015	0.028	0.004	0.002	0.008	0.052	0.351	0.05867113361801349
1145	-0.9365065722656297	0.531	0.024	0.008	0.062	0.004	0.045	0.076	0.25	0.05017595559675417
1146	-0.8409449023437483	0.217	0.074	0.005	0.061	0.011	0.346	0.259	0.027	0.13417433808680107
1147	-0.846117636718742	0.268	0.029	0.037	0.004	0.134	0.006	0.517	0.005	0.11207618187986307
1148	-0.8488612597656249	0.651	0.004	0.051	0.07	0.003	0.062	0.139	0.02	0.08442725417723251
1149	-0.9334110449218695	0.507	0.032	0.032	0.003	0.139	0.113	0.168	0.006	0.044015392542454616
1150	-0.9151117089843696	0.28	0.051	0.014	0.003	0.002	0.017	0.554	0.079	0.11121682223883392
1151	-0.8905166699218771	0.68	0.065	0.008	0.006	0.112	0.101	0.019	0.009	0.148181047009606
1152	-0.6807330957031268	0.192	0.001	0.089	0.003	0.004	0.468	0.081	0.162	0.26489710959155655
1153	-0.9863190039062472	0.349	0.062	0.022	0.021	0.075	0.218	0.194	0.059	0.04553057360822684
1154	-0.9423474804687519	0.577	0.053	0.0	0.001	0.005	0.189	0.025	0.15	0.10394063205403836
1155	-0.9429015820312464	0.334	0.01	0.005	0.037	0.079	0.22	0.307	0.008	0.05055306095869531
1156	-0.9222103222656207	0.224	0.032	0.032	0.019	0.083	0.003	0.373	0.234	0.05627069868787747
1157	-0.3044857519531248	0.147	0.059	0.454	0.234	0.01	0.096	0.0	0.0	0.3869819000894273
1158	-0.8788637304687539	0.357	0.005	0.02	0.061	0.242	0.288	0.016	0.011	0.18052212034582488
1159	-0.9991269531249982	0.384	0.036	0.005	0.037	0.006	0.272	0.248	0.012	0.05753835496494887
1160	-0.9454191992187527	0.416	0.055	0.009	0.061	0.155	0.16	0.119	0.025	0.059174023030808466
1161	-0.6344262011718742	0.298	0.259	0.013	0.002	0.138	0.009	0.01	0.271	0.13331444041536
1162	-0.9510838378906226	0.191	0.003	0.015	0.018	0.002	0.292	0.314	0.165	0.11518520248560267
1163	-0.9094014355468799	0.349	0.036	0.003	0.047	0.014	0.062	0.001	0.488	0.06385307842586481
1164	-1.0562116992187485	0.397	0.035	0.0	0.0	0.0	0.024	0.24	0.304	0.0001367320254087434
1165	-0.9300367480468698	0.439	0.007	0.033	0.017	0.186	0.118	0.177	0.023	0.04982744559555484
1166	-0.9712256738281239	0.511	0.027	0.0	0.028	0.095	0.004	0.229	0.106	0.024141507227162316
1167	-0.14096364257812485	0.037	0.15	0.227	0.249	0.004	0.252	0.006	0.075	0.35891237614142907
1168	-0.9850585253906221	0.358	0.013	0.0	0.011	0.043	0.255	0.3	0.02	0.055716831145458036
1169	-0.9713042285156209	0.366	0.032	0.017	0.006	0.132	0.108	0.319	0.02	0.029715485790130086
1170	-0.9265659570312503	0.706	0.006	0.006	0.001	0.015	0.056	0.21	0.0	0.0982242285735885
1171	-0.9095753027343709	0.438	0.022	0.04	0.042	0.073	0.164	0.172	0.049	0.0321274957518339
1172	-0.9046957031250006	0.537	0.028	0.034	0.051	0.002	0.159	0.021	0.168	0.08778615482695351
1173	-0.9602903222656223	0.2	0.02	0.014	0.019	0.017	0.015	0.334	0.381	0.04859198607199362
1174	-1.0562116992187485	0.397	0.034	0.0	0.0	0.0	0.024	0.24	0.305	0.00014590651649402911
1175	-0.9838586816406201	0.426	0.048	0.002	0.015	0.072	0.125	0.306	0.006	0.018413342600393488
1176	-0.9258095605468717	0.231	0.033	0.009	0.013	0.018	0.212	0.31	0.174	0.0637245842535766
1177	-0.8641089941406238	0.299	0.003	0.005	0.012	0.272	0.083	0.249	0.077	0.0871560723158313
1178	-0.9756879003906251	0.339	0.039	0.018	0.038	0.004	0.106	0.168	0.288	0.015688549880324518
1179	-0.9375035351562476	0.275	0.024	0.013	0.003	0.03	0.05	0.383	0.222	0.03578067028720591
1180	-0.9510537890624972	0.319	0.054	0.001	0.027	0.004	0.267	0.215	0.113	0.061580866788211536
1181	-0.9387871972656269	0.455	0.024	0.004	0.001	0.128	0.256	0.117	0.015	0.08468913694804273
1182	-0.9730836523437477	0.447	0.032	0.014	0.016	0.036	0.24	0.159	0.056	0.05335914028842015
1183	-0.47458107421875223	0.342	0.02	0.117	0.48	0.003	0.011	0.008	0.019	0.303345251615224
1184	-0.9630899218750002	0.517	0.044	0.015	0.044	0.095	0.035	0.148	0.102	0.03462539513028411
1185	-0.963893769531252	0.419	0.047	0.008	0.008	0.02	0.147	0.012	0.339	0.06689561750730208
1186	-0.9723391308593728	0.393	0.021	0.023	0.001	0.117	0.237	0.172	0.036	0.060204542815596736
1187	-0.18244734375000002	0.041	0.0	0.099	0.014	0.343	0.016	0.004	0.483	0.31317998864439983
1188	-0.9809521679687481	0.308	0.013	0.024	0.018	0.019	0.021	0.36	0.237	0.023743751597884333
1189	-0.9981961230468729	0.503	0.031	0.02	0.06	0.002	0.173	0.209	0.002	0.035170302912031354
1190	-1.0566401953124984	0.398	0.034	0.0	0.0	0.0	0.024	0.241	0.303	0.00015015772612385613
1191	-0.9513821386718724	0.45	0.036	0.009	0.086	0.03	0.235	0.149	0.005	0.05993297720524837
1192	-0.9884110449218761	0.349	0.052	0.023	0.046	0.014	0.054	0.183	0.279	0.009405984800184794
1193	-1.0562116992187485	0.397	0.035	0.0	0.0	0.0	0.025	0.239	0.304	0.00012385732681052325
1194	-0.9707935253906231	0.499	0.043	0.004	0.012	0.046	0.04	0.278	0.078	0.013939408151773077
1195	-0.9618570996093747	0.505	0.038	0.009	0.04	0.003	0.053	0.187	0.165	0.016826993751828268
1196	-0.9597559960937467	0.506	0.07	0.009	0.009	0.064	0.019	0.3	0.023	0.020599332492020724
1197	-0.9352578417968782	0.464	0.011	0.014	0.001	0.224	0.014	0.015	0.257	0.1079063645756464
1198	-0.18902768554687485	0.003	0.02	0.003	0.371	0.432	0.02	0.14	0.011	0.49085471524497337
1199	-0.9715335156249985	0.393	0.051	0.006	0.044	0.012	0.075	0.322	0.097	0.010119001013497823
1200	-0.8918106347656206	0.232	0.053	0.024	0.008	0.012	0.375	0.296	0.0	0.14693247673621776
1201	-1.0646094335937475	0.397	0.034	0.0	0.0	0.0	0.024	0.243	0.302	0.00013367299055304824
1202	-0.5887301074218754	0.282	0.577	0.005	0.009	0.009	0.024	0.082	0.012	0.33148785620228066
1203	-0.9681343359374989	0.35	0.008	0.007	0.031	0.112	0.288	0.196	0.008	0.08260071726770454
1204	-0.8891069433593778	0.361	0.026	0.0	0.009	0.506	0.037	0.042	0.019	0.29849101970259034
1205	-0.4679059570312508	0.391	0.271	0.014	0.256	0.02	0.012	0.019	0.017	0.1717163650724421
1206	-0.9853640039062475	0.437	0.03	0.005	0.018	0.042	0.213	0.197	0.058	0.03759895934483551
1207	-0.954526357421875	0.52	0.011	0.022	0.037	0.139	0.125	0.144	0.002	0.05495302599212549
1208	-0.9696889843749974	0.442	0.074	0.005	0.012	0.026	0.173	0.237	0.031	0.023214311820298716
1209	-0.9736166503906233	0.438	0.054	0.014	0.042	0.035	0.245	0.161	0.011	0.056051630001539954
1210	-0.9803504785156285	0.355	0.056	0.021	0.043	0.001	0.123	0.065	0.336	0.043913581992007344
1211	-0.9809719042968735	0.418	0.026	0.003	0.057	0.012	0.217	0.247	0.02	0.0370531186283234
1212	-0.8562661425781288	0.34	0.004	0.009	0.039	0.136	0.171	0.005	0.296	0.0991586663980156
1213	-1.0651949609374975	0.397	0.034	0.0	0.0	0.0	0.024	0.244	0.301	0.0001480391208664484
1214	-0.46250688476562724	0.258	0.142	0.022	0.387	0.001	0.181	0.004	0.005	0.259129229234731
1215	-0.9700855859374973	0.388	0.058	0.026	0.021	0.01	0.251	0.206	0.04	0.04971230017433378
1216	-0.16457794921875038	0.007	0.21	0.003	0.01	0.323	0.216	0.204	0.027	0.32091679452032423
1217	-0.8755457421874981	0.332	0.004	0.001	0.01	0.222	0.197	0.176	0.058	0.0856305160226008
1218	-0.570487041015625	0.227	0.624	0.018	0.002	0.013	0.098	0.013	0.005	0.4301535486155132
1219	-0.972775527343746	0.362	0.031	0.03	0.005	0.07	0.043	0.136	0.323	0.01863052348397955
1220	-0.7490223242187509	0.247	0.002	0.005	0.008	0.195	0.351	0.007	0.185	0.21733735630148293
1221	-0.9691232128906238	0.44	0.056	0.003	0.055	0.092	0.189	0.162	0.003	0.04373316791140109
1222	-1.0651949609374975	0.397	0.034	0.0	0.0	0.0	0.024	0.245	0.3	0.00014873590771014676
1223	-0.8790867382812464	0.211	0.003	0.007	0.06	0.005	0.088	0.591	0.035	0.16315104410262554
1224	-0.626590820312501	0.271	0.008	0.295	0.014	0.002	0.234	0.175	0.001	0.14790617521273874
1225	-0.9565204199218693	0.365	0.043	0.047	0.009	0.072	0.01	0.168	0.286	0.014793790679265208
1226	-0.20598714843749943	0.017	0.002	0.473	0.145	0.087	0.007	0.222	0.047	0.398769229367988
1227	-0.7674027636718761	0.321	0.014	0.032	0.092	0.003	0.018	0.139	0.381	0.026868438980590704
1228	-0.13159418945312532	0.031	0.134	0.017	0.756	0.02	0.001	0.015	0.026	0.7693984489514699
1229	-1.0651949609374975	0.397	0.034	0.0	0.0	0.0	0.024	0.245	0.3	0.0001500527521258195
1230	-0.9537300390624996	0.417	0.033	0.008	0.036	0.164	0.051	0.193	0.098	0.031530981541541214
1231	-0.9558714453124987	0.346	0.077	0.009	0.014	0.024	0.109	0.215	0.206	0.011340787969512382
1232	-0.3435729101562506	0.2	0.428	0.004	0.316	0.023	0.006	0.016	0.007	0.34464281149620124
1233	-0.9358642089843711	0.372	0.005	0.03	0.018	0.154	0.122	0.271	0.028	0.03486435182265648
1234	-0.9493137597656276	0.397	0.059	0.004	0.005	0.113	0.03	0.0	0.392	0.07221933239360456
1235	-0.9124968652343773	0.353	0.063	0.011	0.002	0.225	0.296	0.001	0.049	0.17954651141285835
1236	-0.7890274414062481	0.213	0.025	0.089	0.002	0.148	0.027	0.264	0.232	0.06451973677019453
1237	-0.9108081542968722	0.295	0.011	0.008	0.005	0.018	0.362	0.276	0.025	0.11935988658191243
1238	-0.2201644433593752	0.063	0.004	0.004	0.007	0.052	0.49	0.007	0.373	0.3786961419594624
1239	-1.0075738476562508	0.37	0.06	0.016	0.021	0.028	0.105	0.14	0.26	0.018213689687889542
1240	-0.9279051855468776	0.418	0.016	0.012	0.038	0.079	0.324	0.103	0.01	0.11130603922400537
1241	-0.9277931542968724	0.459	0.032	0.003	0.073	0.012	0.005	0.401	0.015	0.03508932188607232
1242	-0.9759181640624995	0.512	0.02	0.003	0.03	0.057	0.139	0.145	0.094	0.037987165938109115
1243	-0.9212205273437531	0.392	0.059	0.0	0.044	0.083	0.251	0.012	0.159	0.1093919494643417
1244	-0.7446593945312524	0.363	0.005	0.006	0.104	0.371	0.111	0.02	0.02	0.20618021306681736
1245	-0.939815078125003	0.501	0.043	0.009	0.016	0.021	0.168	0.024	0.218	0.07749236865069409
1246	-0.9555676464843704	0.398	0.047	0.006	0.01	0.047	0.102	0.381	0.009	0.025829445065499824
1247	-0.9722483691406242	0.423	0.04	0.001	0.048	0.036	0.11	0.189	0.153	0.012700233417099575
1248	-0.3939840234374987	0.135	0.104	0.142	0.079	0.043	0.442	0.006	0.049	0.32292996245122507
1249	-0.8835536523437434	0.209	0.028	0.065	0.008	0.001	0.088	0.572	0.029	0.15119093281796858
1250	-0.721604160156248	0.118	0.004	0.057	0.0	0.009	0.202	0.289	0.321	0.11206206454495901
1251	-0.6380101757812496	0.433	0.232	0.125	0.003	0.004	0.007	0.147	0.049	0.06472271513230032
1252	-1.0067026953125016	0.379	0.046	0.013	0.045	0.063	0.012	0.143	0.299	0.017006216207584537
1253	-0.9571980664062529	0.433	0.021	0.021	0.001	0.036	0.038	0.099	0.351	0.024063308101603828
1254	-0.940546464843753	0.406	0.053	0.002	0.007	0.012	0.104	0.05	0.366	0.04267235765937109
1255	-0.7731995410156213	0.148	0.027	0.005	0.003	0.063	0.095	0.455	0.204	0.1149199453018648
1256	-0.9683468554687477	0.356	0.078	0.009	0.005	0.016	0.134	0.242	0.16	0.013449194019802376
1257	-0.9559225781250024	0.388	0.028	0.023	0.006	0.2	0.008	0.059	0.288	0.07510874002856044
1258	-0.9178534375000054	0.399	0.027	0.003	0.08	0.028	0.074	0.098	0.291	0.02989722943382204
1259	-0.9836548144531223	0.485	0.036	0.005	0.016	0.044	0.125	0.266	0.023	0.01851303647652385
1260	-0.39203186523437583	0.184	0.468	0.164	0.009	0.01	0.154	0.006	0.005	0.32833415735457644
1261	-1.0639806249999977	0.397	0.033	0.0	0.0	0.0	0.023	0.25	0.297	0.0002294142053853667
1262	-0.9662098925781227	0.383	0.053	0.028	0.053	0.005	0.03	0.237	0.211	0.004209298959249904
1263	-0.8250719921875005	0.371	0.003	0.045	0.008	0.162	0.303	0.014	0.094	0.15430062121742008
1264	-0.8606784082031281	0.404	0.002	0.006	0.007	0.376	0.052	0.001	0.152	0.20124624873509903
1265	-0.9165179589843777	0.374	0.012	0.003	0.03	0.225	0.237	0.103	0.016	0.11293542591309738
1266	-0.7189455664062503	0.357	0.336	0.012	0.016	0.036	0.134	0.005	0.104	0.1589892493114957
1267	-0.9014957714843704	0.269	0.014	0.0	0.008	0.034	0.2	0.472	0.003	0.09773076991699303
1268	-0.9242375976562456	0.328	0.013	0.011	0.028	0.011	0.168	0.421	0.02	0.05558418552974798
1269	-0.9496083300781241	0.517	0.038	0.008	0.016	0.088	0.062	0.154	0.117	0.03115047998033566
1270	-0.9262849414062471	0.329	0.024	0.008	0.013	0.047	0.279	0.195	0.105	0.0691311323689178
1271	-0.9423906835937461	0.425	0.011	0.032	0.016	0.097	0.151	0.258	0.01	0.025756190585348806
1272	-0.9987223828124984	0.349	0.061	0.01	0.025	0.055	0.13	0.167	0.203	0.021363703757134016
1273	-0.9611093359374954	0.337	0.057	0.015	0.015	0.016	0.149	0.305	0.106	0.02148820107102009
1274	-0.48138756835937296	0.381	0.263	0.008	0.129	0.005	0.003	0.011	0.2	0.12274870694934165
1275	-0.964150498046877	0.38	0.041	0.014	0.038	0.085	0.169	0.12	0.153	0.042033220999244135
1276	-0.8677711035156213	0.298	0.03	0.003	0.001	0.247	0.118	0.138	0.165	0.08888270630479612
1277	-0.933725488281246	0.297	0.006	0.007	0.046	0.012	0.27	0.315	0.047	0.07337458473108904
1278	-0.9002375976562523	0.367	0.042	0.012	0.017	0.064	0.488	0.001	0.009	0.2692100034530854
1279	-0.9143896386718755	0.404	0.011	0.03	0.029	0.066	0.003	0.11	0.347	0.025617356480060027
1280	-0.9752143261718732	0.55	0.008	0.005	0.035	0.036	0.124	0.194	0.048	0.037037219774071435
1281	-0.9287690820312486	0.385	0.001	0.015	0.008	0.193	0.053	0.321	0.024	0.0455424020434165
1282	-0.8327259277343744	0.441	0.041	0.057	0.005	0.357	0.004	0.09	0.005	0.15691034014637262
1283	-0.5351983984374994	0.229	0.008	0.329	0.405	0.003	0.015	0.002	0.009	0.3600636255286423
1284	-0.942591259765622	0.379	0.053	0.004	0.03	0.155	0.054	0.324	0.001	0.03233215158679528
1285	-0.8872847656250046	0.718	0.007	0.003	0.035	0.021	0.045	0.05	0.121	0.14230760825891756
1286	-0.595011015625001	0.26	0.14	0.054	0.001	0.006	0.327	0.166	0.046	0.12312178911594021
1287	-0.9260371582031277	0.699	0.048	0.001	0.028	0.013	0.006	0.115	0.09	0.1093336275827324
1288	-0.199970107421874	0.002	0.014	0.232	0.27	0.061	0.013	0.406	0.002	0.31447513857078535
1289	-0.8927507226562442	0.189	0.034	0.031	0.008	0.289	0.153	0.287	0.009	0.1439433902916092
1290	-0.9570994433593738	0.385	0.011	0.004	0.015	0.117	0.292	0.171	0.005	0.0857611046330013
1291	-0.9752464062499981	0.357	0.078	0.003	0.025	0.001	0.143	0.173	0.22	0.0205246952861698
1292	-0.27825966796874946	0.01	0.04	0.012	0.016	0.003	0.011	0.876	0.032	0.5520337756662916
1293	-0.8907109960937466	0.417	0.082	0.002	0.003	0.298	0.014	0.177	0.007	0.09584332420907263
1294	-0.9551140332031233	0.414	0.033	0.005	0.017	0.148	0.077	0.272	0.034	0.02497986161770079
1295	-0.9134187011718785	0.471	0.037	0.001	0.044	0.179	0.174	0.0	0.094	0.11729955563706293
1296	-0.8536773144531207	0.241	0.006	0.026	0.003	0.033	0.004	0.687	0.0	0.22507400034466474
1297	-0.9808122460937513	0.473	0.015	0.014	0.018	0.008	0.062	0.164	0.246	0.013841714918631886
1298	-0.4852978710937506	0.24	0.01	0.446	0.009	0.236	0.021	0.007	0.031	0.33580749919034963
1299	-0.9634322558593714	0.454	0.039	0.0	0.02	0.068	0.035	0.355	0.029	0.020721175682537153
1300	-0.9965555273437484	0.375	0.061	0.001	0.074	0.047	0.184	0.166	0.092	0.03678970684166849
1301	-1.0103772265625008	0.461	0.049	0.012	0.004	0.005	0.139	0.122	0.208	0.029723980483961812
1302	-0.9810728515625033	0.413	0.031	0.015	0.013	0.121	0.034	0.106	0.267	0.034108911163809444
1303	-0.9882330078125011	0.437	0.069	0.015	0.002	0.029	0.31	0.132	0.006	0.09111471173650866
1304	-0.5586534374999997	0.234	0.024	0.451	0.014	0.003	0.118	0.086	0.07	0.26184314282977617
1305	-0.9961935449218726	0.36	0.054	0.014	0.033	0.046	0.18	0.216	0.097	0.026714511136141778
